code,name,lat,long,tambon,amphoe,province,basin,sub_basin
ONE005,สะพานหนองจิก-วังปลา,10.112894,99.07552,ช่องไม้แก้ว,ทุ่งตะโก,ชุมพร,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกตอนบนส่วนที่ 2
ONE006,ปตร.ธรณิศนฤมิต-เหนือน้ำ,16.92315,104.71618,น้ำก่ำ,ธาตุพนม,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE007,ปตร.ธรณิศนฤมิต-ท้ายน้ำ,16.92222,104.71622,น้ำก่ำ,ธาตุพนม,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE008,ปตร. ห้วยแคน-เหนือน้ำ,16.92842,104.72051,ธาตุพนม,ธาตุพนม,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE009,ปตร. ห้วยแคน-ท้ายน้ำ,16.92798,104.7203,ธาตุพนม,ธาตุพนม,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE010,สะพานบ้านแก่งโพธิ์,16.929127,104.70069,น้ำก่ำ,ธาตุพนม,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE011,ปตร.บ้านนาคู่-เหนือน้ำ,16.96218,104.52514,นาคู่,นาแก,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE012,ปตร. บ้านนาคู่-ท้ายน้ำ,16.96175,104.52583,นาคู่,นาแก,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE013,สะพานมิตรภาพท่าลาดปากบัง,16.992975,104.59141,ท่าลาด,เรณูนคร,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE014,ปตร. บ้านนาขาม-เหนือน้ำ,17.00136,104.42568,วังยาง,วังยาง,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE016,สะพานน้ำก่ำ บ้านหนองแคน,17.05724,104.36371,ยอดชาด,วังยาง,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE018,ปตร. บ้านนาบัว-ท้ายน้ำ,17.06482,104.57887,โคกหินแฮ่,เรณูนคร,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE019,ปตร.บ้านตับเต่า-เหนือน้ำ,17.11538,104.53789,หนองเทาใหญ่,ปลาปาก,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE020,ปตร. บ้านตับเต่า-ท้ายน้ำ,17.11483,104.53838,หนองเทาใหญ่,ปลาปาก,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE021,คลองเชียงไกร บ้านดอน,15.225133,101.762184,ด่านขุนทด,ด่านขุนทด,นครราชสีมา,มูล,ลำเชิงไกร
ONE022,คลองสามบาท บ้านกุดพิมาน,15.310626,101.744,กุดพิมาน,ด่านขุนทด,นครราชสีมา,มูล,ลำเชิงไกร
ONE023,สะพานข้ามคลองท่าแพ,8.166412,99.704285,ปากแพรก,ทุ่งสง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันตก,แม่น้ำตรัง
ONE024,สะพานข้ามคลองบางม่วง,7.365291,100.279625,ฝาละมี,ปากพะยูน,พัทลุง,ทะเลสาบสงขลา,ทะเลหลวง
ONE025,สะพานข้ามคลองลำปำ,7.62277,100.14689,ลำปำ,เมืองพัทลุง,พัทลุง,ทะเลสาบสงขลา,ทะเลหลวง
ONE026,สะพานข้ามแม่น้ำยมสายเก่า-บ้านวังน้ำบ่อ,17.01305,100.0605,วังวน,พรหมพิราม,พิษณุโลก,ยม,คลองบางแก้ว
ONE028,ปตร. บ้านหนองบึง-เหนือน้ำ,17.081032,104.36085,ด่านม่วงคำ,โคกศรีสุพรรณ,สกลนคร,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE029,ปตร. บ้านหนองบึง-ท้ายน้ำ,17.080126,104.36071,ด่านม่วงคำ,โคกศรีสุพรรณ,สกลนคร,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE030,สะพานขามคลองเตียก,17.126007,104.14096,ดงมะไฟ,เมืองสกลนคร,สกลนคร,โขงตะวันออกเฉียงเหนือ,น้ำพุง
ONE033,สะพานข้ามคลองโมง,17.166725,104.11901,ธาตุเชิงชุม,เมืองสกลนคร,สกลนคร,โขงตะวันออกเฉียงเหนือ,น้ำพุง
ONE034,สะพานข้ามห้วยสมอ,17.208967,104.10179,ธาตุนาเวง,เมืองสกลนคร,สกลนคร,โขงตะวันออกเฉียงเหนือ,น้ำพุง
ONE035,สะพานข้ามคลองเทพา,6.5340877,100.96343,จะแหน,สะบ้าย้อย,สงขลา,ทะเลสาบสงขลา,คลองเทพา
ONE036,สะพานเทพาสันติสุข,6.825141,100.972626,เทพา,เทพา,สงขลา,ทะเลสาบสงขลา,คลองเทพา
ONE037,สะพานข้ามคลองอู่ตะเภา,7.1350408,100.45319,คูเต่า,หาดใหญ่,สงขลา,ทะเลสาบสงขลา,ทะเลสาบสงขลา ( ลุ่มน้ำสาขา )
ONE038,สะพานสวนเฉลิมพระเกียรติ 72 พรรษามหาราชินี,7.1827664,100.59454,หัวเขา,สิงหนคร,สงขลา,ทะเลสาบสงขลา,ทะเลสาบสงขลา ( ลุ่มน้ำสาขา )
ONE039,สะพานข้ามคลองระโนด,7.769897,100.30211,ระโนด,ระโนด,สงขลา,ทะเลสาบสงขลา,ทะเลหลวง
ONE040,สะพานข้ามแม่น้ำยมสายเก่า-ตำบลไกรใน,17.0742,100.006,ไกรใน,กงไกรลาศ,สุโขทัย,ยม,คลองบางแก้ว
ONE041,สะพานข้ามแม่น้ำยมสายเก่า-วัดปากน้ำ,17.2195,99.8895,ปากน้ำ,สวรรคโลก,สุโขทัย,ยม,แม่น้ำยมตอนล่างส่วนที่ 2
ONE042,สะพานคลองแม่น้ำเก่า,17.3414,99.8555,ในเมือง,สวรรคโลก,สุโขทัย,ยม,แม่น้ำยมตอนล่างส่วนที่ 2
ONE043,สะพานผันน้ำยม-น่าน1,17.3674,99.8759,ในเมือง,สวรรคโลก,สุโขทัย,ยม,แม่น้ำยมตอนล่างส่วนที่ 2
ONE045,สะพานข้ามคลองปากหมาก,9.492312,98.919945,ปากหมาก,ไชยา,สุราษฎร์ธานี,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 2
ONE046,สะพานข้ามคลองท่าชนะ,9.576609,99.12949,คลองพา,ท่าชนะ,สุราษฎร์ธานี,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 2
ONE048,สะพานผันน้ำยม-น่าน2,17.321,100.012,คอรุม,พิชัย,อุตรดิตถ์,ยม,คลองบางแก้ว
ONE049,อ่างเก็บน้ำบางกำปรัด,8.221991,99.19775,สินปุน,เขาพนม,กระบี่,ภาคใต้ฝั่งตะวันออกตอนบน,คลองสินปุน
ONE050,โรงเรียนบ้านห้วยแดง,16.548231,104.20809,กุดหว้า,กุฉินารายณ์,กาฬสินธุ์,ชี,ลำน้ำยัง
ONE052,รพ.สต. คำเหมือดแก้ว,16.533295,103.205505,คำเหมือดแก้ว,ห้วยเม็ก,กาฬสินธุ์,ชี,ลำปาวตอนล่าง
ONE053,รพ.สต.บ้านหนองโบสถ์,14.41085,102.18653,บ้านใหม่,ครบุรี,นครราชสีมา,มูล,ลำแซะ
ONE054,โรงเรียนบ้านโนนเต็ง,15.48767,102.23801,โนนเต็ง,คง,นครราชสีมา,มูล,ลำสะแทดส่วนที่ 1
ONE055,โรงเรียนบ้านหนองปรือโป่ง,15.603766,102.217926,โคกกระเบื้อง,บ้านเหลื่อม,นครราชสีมา,ชี,ลำน้ำชีส่วนที่ 2/2
ONE056,โรงเรียนชินวงศ์อุปถัมภ์,14.77695,101.72,มะเกลือใหม่,สูงเนิน,นครราชสีมา,มูล,ลำตะคอง
ONE057,ทต.ตะขบ,14.62965,101.8521,ตะขบ,ปักธงชัย,นครราชสีมา,มูล,ลำพระเพลิง
ONE058,โรงเรียนบ้านคลองครก,13.133201,101.81679,พวา,แก่งหางแมว,จันทบุรี,ชายฝั่งทะเลตะวันออก,คลองโตนด
ONE059,วัดโคกตะพง (แกลง),12.78072,102.17294,วังแซ้ม,มะขาม,จันทบุรี,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี
ONE060,วัดสันติธรรมคีรี (วัดเขาหินโค่ง),12.971503,101.99668,คลองพลู,เขาคิชฌกูฏ,จันทบุรี,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี
ONE061,โรงเรียนบ้านตลาดเนินหิน,13.298713,101.36019,ธาตุทอง,บ่อทอง,ชลบุรี,บางปะกง,คลองหลวง
ONE063,โรงเรียนวัดหนองน้ำเขียว,13.234713,101.11688,คลองกิ่ว,บ้านบึง,ชลบุรี,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 2
ONE064,สำนักสงฆ์โสธรรมนิมิตร,13.168436,101.03034,บางพระ,ศรีราชา,ชลบุรี,ชายฝั่งทะเลตะวันออก,ชายฝั่งทะเลตะวันออก (ลุ่มน้ำสาขา 1)
ONE065,โรงเรียนบ้านฉนวน,16.300055,102.26176,บ้านดอน,ภูเขียว,ชัยภูมิ,ชี,ลำน้ำเชิญส่วนที่ 2
ONE066,วัดทุ่งตอง,12.5147,102.58968,นนทรีย์,บ่อไร่,ตราด,ชายฝั่งทะเลตะวันออก,แม่น้ำเมืองตราด
ONE067,รพ.สต.บ้านคลองขวาง,12.34453,102.64186,ท่ากุ่ม,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,ชายฝั่งทะเลตะวันออก (ลุ่มน้ำสาขา 5)
ONE068,วัดถ้ำเขาช้าง,16.870367,104.552444,พิมาน,นาแก,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE069,โรงเรียนบ้านนาดอกไม้,17.177198,104.608246,กุตาไก้,ปลาปาก,นครพนม,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงส่วนที่ 8
ONE070,ที่พักสงฆ์ถ้ำตาชาย,16.92307,104.39273,ก้านเหลือง,นาแก,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
ONE071,โรงเรียนบ้านหินเทิน,14.06423,102.0096,แก่งดินสอ,นาดี,ปราจีนบุรี,บางปะกง,แม่น้ำหนุมาน
ONE072,รพ.สต.ราษฎร์รักแดน,14.2470255,102.93663,หนองแวง,ละหานทราย,บุรีรัมย์,มูล,ลำปะเทีย
ONE073,โรงเรียนบ้านสายโท ๔ ใต้,14.34108,103.17558,จันทบเพชร,บ้านกรวด,บุรีรัมย์,มูล,ลำชี
ONE074,วัดนิคมประชาสรรค์ (วัดวังไทรดิ่ง),11.935951,99.71079,อ่าวน้อย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,เพชรบุรี-ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์ส่วนที่ 1
ONE075,อ่างเก็บน้ำคลองช่องลม,11.565033,99.52905,เขาล้าน,ทับสะแก,ประจวบคีรีขันธ์,เพชรบุรี-ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์ส่วนที่ 1
ONE076,วัดห้วยเกษียร,14.181144,101.413666,เนินหอม,เมืองปราจีนบุรี,ปราจีนบุรี,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง
ONE077,วัดบ้านห้วยชัน,13.98661,102.43689,ช่องกุ่ม,วัฒนานคร,สระแก้ว,บางปะกง,แม่น้ำพระปรงส่วนที่ 1
ONE078,วัดวังปลาช่อน,13.241896,99.65333,ยางหัก,ปากท่อ,ราชบุรี,เพชรบุรี-ประจวบคีรีขันธ์,ห้วยแม่ประจัน
ONE079,โรงเรียนบ้านห้วยไผ่,12.759083,99.6146,กลัดหลวง,ท่ายาง,เพชรบุรี,เพชรบุรี-ประจวบคีรีขันธ์,แม่น้ำเพชรบุรีตอนบน
ONE080,โรงเรียนบ้านเขาอ่างแก้ว,12.668839,99.65604,เขากระปุก,ท่ายาง,เพชรบุรี,เพชรบุรี-ประจวบคีรีขันธ์,แม่น้ำเพชรบุรีตอนบน
ONE081,เขื่อนบางวาด,7.8906183,98.33839,กะทู้,กะทู้,ภูเก็ต,ภาคใต้ฝั่งตะวันตก,เกาะภูเก็ต
ONE082,อ่างเก็บน้ำบางเหนียวดำ,7.969104,98.33397,ศรีสุนทร,ถลาง,ภูเก็ต,ภาคใต้ฝั่งตะวันตก,เกาะภูเก็ต
ONE083,โรงเรียนบำรุงพงศ์อุปถัมป์,16.341154,104.520805,โชคชัย,นิคมคำสร้อย,มุกดาหาร,โขงตะวันออกเฉียงเหนือ,ห้วยบังอี้
ONE084,โรงเรียนบ้านหนองเม็ก,16.226288,104.77597,ป่าไร่,ดอนตาล,มุกดาหาร,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงตอนล่าง
ONE085,โรงเรียนบ้านวังนอง,16.461332,104.260345,โนนยาง,หนองสูง,มุกดาหาร,ชี,ลำน้ำยัง
ONE086,โรงเรียนบ้านโสก,16.798069,104.51644,ดงหลวง,ดงหลวง,มุกดาหาร,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงส่วนที่ 9
ONE087,ที่พักสงฆ์ดานหินแตก,16.12561,104.75075,บุ่งค้า,เลิงนกทา,ยโสธร,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงตอนล่าง
ONE088,โรงเรียนบ้านเหมืองแร่,12.880679,101.78456,น้ำเป็น,เขาชะเมา,ระยอง,ชายฝั่งทะเลตะวันออก,แม่น้ำประแส
ONE089,โรงเรียนบ้านสีระมัน,13.038765,101.66168,ห้วยทับมอญ,เขาชะเมา,ระยอง,ชายฝั่งทะเลตะวันออก,แม่น้ำประแส
ONE090,รพ.สต.บ้านชากหมาก,12.796784,101.027664,สำนักท้อน,บ้านฉาง,ระยอง,ชายฝั่งทะเลตะวันออก,ชายฝั่งทะเลตะวันออก (ลุ่มน้ำสาขา 1)
ONE091,อบต.ปลวกแดง,12.970079,101.20457,ปลวกแดง,ปลวกแดง,ระยอง,ชายฝั่งทะเลตะวันออก,คลองใหญ่
ONE092,ที่พักสงฆ์ถ้ำบังบด,16.68307,104.15915,คุ้มเก่า,เขาวง,กาฬสินธุ์,ชี,ลำน้ำยัง
ONE093,รพ.สต.ทับทิมสยาม 07,14.48693,104.45375,บักดอง,ขุนหาญ,ศรีสะเกษ,มูล,ห้วยทา
ONE094,โรงเรียนบ้านหลุบเลา,16.871305,103.99223,หลุบเลา,ภูพาน,สกลนคร,โขงตะวันออกเฉียงเหนือ,น้ำพุง
ONE095,โรงเรียนบ้านกวนบุ่น,16.90026,104.18291,จันทร์เพ็ญ,เต่างอย,สกลนคร,โขงตะวันออกเฉียงเหนือ,ห้วยบางทราย
ONE096,โรงเรียนบ้านนาคำวิทยาคาร,17.12043,104.05047,ห้วยยาง,เมืองสกลนคร,สกลนคร,โขงตะวันออกเฉียงเหนือ,น้ำพุง
ONE097,โรงเรียนบ้านภูเพ็ก,17.214945,103.953316,นาหัวบ่อ,พรรณานิคม,สกลนคร,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำอูน
ONE098,เทศบาลตำบลท่าพระยา,6.62463,100.94688,สะบ้าย้อย,สะบ้าย้อย,สงขลา,ทะเลสาบสงขลา,คลองเทพา
ONE099,โรงเรียนบ้านคลองยายอินทร์,13.383293,102.12725,วังทอง,วังสมบูรณ์,สระแก้ว,บางปะกง,คลองพระสทึง
ONE100,วัดคลองคันโท,13.94595,102.28505,หนองตะเคียนบอน,วัฒนานคร,สระแก้ว,บางปะกง,แม่น้ำพระปรงส่วนที่ 1
ONE101,รพ.สต.จรัส,14.431469,103.96214,จรัส,บัวเชด,สุรินทร์,มูล,ห้วยสำราญ
ONE103,โรงเรียนบ้านโนนหนามแท่ง,15.927166,104.62816,โนนหนามแท่ง,เมืองอำนาจเจริญ,อำนาจเจริญ,มูล,ลำเซบายส่วนที่ 2
ONE104,โรงเรียนบ้านภูเขาขาม,15.939905,104.78426,คึมใหญ่,เมืองอำนาจเจริญ,อำนาจเจริญ,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงตอนล่าง
ONE105,โรงเรียนบ้านหนองอ้อน้อย,17.356894,102.60081,หนองบัวบาน,หนองวัวซอ,อุดรธานี,โขงตะวันออกเฉียงเหนือ,ห้วยหลวงส่วนที่ 1
ONE106,โรงเรียนหนองแวงจุมพล,17.041033,102.62487,กุดหมากไฟ,หนองวัวซอ,อุดรธานี,โขงตะวันออกเฉียงเหนือ,ห้วยหลวงส่วนที่ 1
ONE107,อบต.โดมประดิษฐ์,14.420176,105.1798,โดมประดิษฐ์,น้ำยืน,อุบลราชธานี,มูล,ลำโดมใหญ่
PADT,ทต.ป่าแดด,19.496002,99.9953,ป่าแดด,ป่าแดด,เชียงราย,โขงเหนือ,แม่น้ำพุง
PAI001,เมืองแม่ฮ่องสอน,19.366999,97.96668,ปางหมู,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,สาละวิน,น้ำแม่ปายตอนล่างส่วนที่ 2
PAI002,ปาย,19.37388,98.43969,เวียงเหนือ,ปาย,แม่ฮ่องสอน,สาละวิน,น้ำแม่ปายตอนบน
PAII,บ้านสันติชล,19.370138,98.39306,เวียงใต้,ปาย,แม่ฮ่องสอน,สาละวิน,น้ำแม่ปายตอนบน
PANC,สุสานคริสเตียน,19.561518,99.74109,เมืองพาน,พาน,เชียงราย,โขงเหนือ,แม่น้ำพุง
PANG,อบต.ปากพนังฝั่งตะวันออก,8.38819,100.23188,ปากพนังฝั่งตะวันออก,ปากพนัง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 4
PAS001,หล่มสัก,16.78148,101.24671,หล่มสัก,หล่มสัก,เพชรบูรณ์,ป่าสัก,แม่น้ำป่าสักตอนบน
PAS002,เมืองเพชรบูรณ์,16.447943,101.17014,สะเดียง,เมืองเพชรบูรณ์,เพชรบูรณ์,ป่าสัก,แม่น้ำป่าสักส่วนที่ 2
PAS003,หนองไผ่,16.11501,101.097084,นาเฉลียง,หนองไผ่,เพชรบูรณ์,ป่าสัก,แม่น้ำป่าสักส่วนที่ 3/1
PAS008,ท่าเรือ,14.5601425,100.71988,ท่าเรือ,ท่าเรือ,พระนครศรีอยุธยา,ป่าสัก,แม่น้ำป่าสักตอนล่างส่วนที่ 2
PAS009,นครหลวง,14.40271,100.5864,บ่อโพง,นครหลวง,พระนครศรีอยุธยา,ป่าสัก,แม่น้ำป่าสักตอนล่างส่วนที่ 2
PASG,ทต.ป่าซาง,18.518118,98.93949,ป่าซาง,ป่าซาง,ลำพูน,ปิง,น้ำแม่กวง
PAT001,บันนังสตา,6.262088,101.26825,บันนังสตา,บันนังสตา,ยะลา,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนล่าง
PAT002,เมืองยะลา,6.675259,101.28636,ตาเซะ,เมืองยะลา,ยะลา,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนล่าง
PGKH,ทต.พังโคน,17.398674,103.714294,พังโคน,พังโคน,สกลนคร,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำอูน
PHKD,อบต.ศรีฐาน,16.877138,101.861404,ศรีฐาน,ภูกระดึง,เลย,ชี,ลำน้ำพองตอนบนส่วนที่ 1
PHON,อบต.โนนข่า,15.781359,102.596535,โนนข่า,พล,ขอนแก่น,มูล,ห้วยเอก
PHPS,อบต.จุมพล,18.059086,103.08175,จุมพล,โพนพิสัย,หนองคาย,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงส่วนที่ 7/2
PICI,อบต.ในเมือง,17.295967,100.10068,ในเมือง,พิชัย,อุตรดิตถ์,น่าน,แม่น้ำน่านส่วนที่ 4/2
PIN001,บ้านตาก,17.04065,99.06627,ตากตก,บ้านตาก,ตาก,ปิง,แม่น้ำปิงส่วนที่ 4/2
PIN002,เมืองตาก,16.786549,99.18397,ประดาง,วังเจ้า,ตาก,ปิง,แม่น้ำปิงส่วนที่ 4/3
PIN003,สะพานลานดอกไม้,16.628176,99.43255,ลานดอกไม้,เมืองกำแพงเพชร,กำแพงเพชร,ปิง,แม่น้ำปิงส่วนที่ 4/5
PIN004,ขาณุวรลักษบุรี,16.064789,99.860275,ป่าพุทรา,ขาณุวรลักษบุรี,กำแพงเพชร,ปิง,แม่น้ำปิงตอนล่าง
PIN005,เก้าเลี้ยว,15.850501,100.05206,หัวดง,เก้าเลี้ยว,นครสวรรค์,ปิง,แม่น้ำปิงตอนล่าง
PIN006,เมืองกำแพงเพชร (P7A),16.47815,99.51863,นครชุม,เมืองกำแพงเพชร,กำแพงเพชร,ปิง,แม่น้ำปิงตอนล่าง
PKTI,ทต.พรานกระต่าย,16.65376,99.575806,พรานกระต่าย,พรานกระต่าย,กำแพงเพชร,ยม,แม่น้ำยมตอนล่างส่วนที่ 4
PLTL,อบต.พลูตาหลวง,12.698574,100.97621,พลูตาหลวง,สัตหีบ,ชลบุรี,ชายฝั่งทะเลตะวันออก,ชายฝั่งทะเลตะวันออก (ลุ่มน้ำสาขา 1)
PMPA,อบต.ปางมะผ้า,19.590637,98.215004,ปางมะผ้า,ปางมะผ้า,แม่ฮ่องสอน,สาละวิน,น้ำแม่ปายตอนล่างส่วนที่ 1
PMPN,ศูนย์ดูแลผู้สูงอายุ ทต.สามเงา,17.224894,99.05114,สามเงา,สามเงา,ตาก,ปิง,แม่น้ำปิงส่วนที่ 4/1
PNCR,อบต.ป่าแฝก,18.063063,103.73638,ป่าแฝก,พรเจริญ,บึงกาฬ,โขงตะวันออกเฉียงเหนือ,ห้วยฮี้
PNRN,ทต.โป่งน้ำร้อน,12.905131,102.26644,โป่งน้ำร้อน,โป่งน้ำร้อน,จันทบุรี,โตนเลสาป,โตนเลสาปตอนล่าง
POCE,อบต.กกสะทอน,17.0895,101.11008,กกสะทอน,ด่านซ้าย,เลย,โขงตะวันออกเฉียงเหนือ,น้ำหมัน
POCG,ทต.เขาโจด,14.662373,99.34231,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,แม่กลอง,ห้วยตะเพิน
PONG,ทต.ปง,19.149967,100.265526,ปง,ปง,พะเยา,ยม,แม่น้ำยมตอนบนส่วนที่ 2
PPAN,ทต.โคกภู,17.006287,103.91594,โคกภู,ภูพาน,สกลนคร,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำอูน
PPCT,อบต.พบพระ,16.416182,98.68693,พบพระ,พบพระ,ตาก,สาละวิน,แม่น้ำเมยตอนบน
PPRM,อบต.พรหมพิราม,17.021698,100.192116,พรหมพิราม,พรหมพิราม,พิษณุโลก,น่าน,แม่น้ำน่านส่วนที่ 4/2
PPTC,อบต.โพธิ์ประทับช้าง,16.310629,100.29539,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,พิจิตร,ยม,แม่น้ำยมตอนล่างส่วนที่ 5
PRC001,กบินทร์บุรี,13.986638,101.705475,กบินทร์,กบินทร์บุรี,ปราจีนบุรี,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง
PRC002,เมืองปราจีนบุรี,14.053526,101.38687,หน้าเมือง,เมืองปราจีนบุรี,ปราจีนบุรี,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง
PRC003,นาดี,14.133589,101.72767,สะพานหิน,นาดี,ปราจีนบุรี,บางปะกง,แม่น้ำหนุมาน
PRC004,ประจันตคาม (KGT7A),14.07091,101.51891,ประจันตคาม,ประจันตคาม,ปราจีนบุรี,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง
PRC005,ศรีมหาโพธิ (KGT6),13.973438,101.51753,บ้านทาม,ศรีมหาโพธิ,ปราจีนบุรี,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง
PRGB,อบต.ปากแคว,17.014046,99.814186,ปากแคว,เมืองสุโขทัย,สุโขทัย,ยม,น้ำแม่รำพัน
PRST,อบต.กังแอน,14.645353,103.43628,กังแอน,ปราสาท,สุรินทร์,มูล,ลำชี
PRUK,อบต.พระรักษ์,9.896231,98.88711,พระรักษ์,พะโต๊ะ,ชุมพร,ภาคใต้ฝั่งตะวันออกตอนบน,คลองหลังสวน
PSLI,ทต.ไพศาลี,15.600129,100.65722,ไพศาลี,ไพศาลี,นครสวรรค์,เจ้าพระยา,บึงบรเพ็ด
PSLT,อบต.โพธิ์ทอง,16.120998,99.52572,โพธิ์ทอง,ปางศิลาทอง,กำแพงเพชร,ปิง,แม่น้ำปิงตอนล่าง
PTLE,ทต.โพทะเล,16.093773,100.260086,โพทะเล,โพทะเล,พิจิตร,ยม,แม่น้ำยมตอนล่างส่วนที่ 5
PTWY,สวนสาธารณะหนองถิ่น ทม.หนองคาย,17.877045,102.727104,ในเมือง,เมืองหนองคาย,หนองคาย,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงส่วนที่ 6/2
PTYS,อบต.หนองกุงธนสาร,16.63871,102.42059,หนองกุงธนสาร,ภูเวียง,ขอนแก่น,ชี,ลำน้ำพองตอนบนส่วนที่ 3
PUAA,อบต.ไชยวัฒนา,19.222498,100.917786,ไชยวัฒนา,ปัว,น่าน,น่าน,แม่น้ำน่านตอนบน
PVEE,ทต.ปัถวี,12.742615,102.23268,ปัถวี,มะขาม,จันทบุรี,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี
PYMR,ทต.พญาเม็งราย,19.839249,100.16924,เม็งราย,พญาเม็งราย,เชียงราย,โขงเหนือ,แม่น้ำอิงตอนล่าง
PYO001,ท้ายกว๊านพะเยา,19.159813,99.91413,เวียง,เมืองพะเยา,พะเยา,โขงเหนือ,แม่น้ำอิงตอนบน
RAWE,อบต.ระเว,15.310064,105.279106,ระเว,พิบูลมังสาหาร,อุบลราชธานี,มูล,ลำน้ำมูลตอนล่างส่วนที่ 1
RAY001,เมืองแกลง,12.803016,101.65024,บ้านนา,แกลง,ระยอง,ชายฝั่งทะเลตะวันออก,แม่น้ำประแส
RAY002,หนองบัว,12.849211,101.30128,หนองบัว,บ้านค่าย,ระยอง,ชายฝั่งทะเลตะวันออก,คลองใหญ่
RAY003,ทับมา,12.73787,101.22844,ทับมา,เมืองระยอง,ระยอง,ชายฝั่งทะเลตะวันออก,คลองใหญ่
RAY004,บ้านค่าย,12.706833,101.30044,ตาขัน,บ้านค่าย,ระยอง,ชายฝั่งทะเลตะวันออก,คลองใหญ่
RBPI,ทต.กรอกสมบูรณ์,13.774893,101.658485,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,บางปะกง,คลองท่าลาด
RFBK,ทต.ท่าข้าม,13.478545,100.99399,ท่าข้าม,บางปะกง,ฉะเชิงเทรา,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 2
RGKG,อบต.ร้องกวาง,18.35879,100.333885,ร้องกวาง,ร้องกวาง,แพร่,ยม,น้ำแม่คำมี
RIKK,อบต.รอบเวียง,19.915018,99.87799,รอบเวียง,เมืองเชียงราย,เชียงราย,โขงเหนือ,น้ำแม่กกตอนล่างส่วนที่ 2
RMMI,วัดวังตะเคียน,16.711487,98.50665,ท่าสายลวด,แม่สอด,ตาก,สาละวิน,แม่น้ำเมยตอนบน
